STATE/UT,YEAR,CAUSE,CASES,MALE INJURED,FEMALE INJURED,TOTAL INJURED,MALE KILLED,FEMALE KILLED,TOTAL KILLED
LAKSHADWEEP,2012,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
LAKSHADWEEP,2012,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
LAKSHADWEEP,2012,GAS CYLINDER/STOVE BURST,0,0,0,0,0,0,0
LAKSHADWEEP,2012,OTHER FIRE ACCIDENTS,0,0,0,0,0,0,0
LAKSHADWEEP,2012,FIRE-ARMS,0,0,0,0,0,0,0
LAKSHADWEEP,2012,SUDDEN DEATHS(HEART ATTACKS),3,0,0,0,0,3,3
LAKSHADWEEP,2012,EPILEPTIC FITS/GIDDINESS,0,0,0,0,0,0,0
LAKSHADWEEP,2012,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
LAKSHADWEEP,2012,INFLUENCE OF ALCOHOL,0,0,0,0,0,0,0
LAKSHADWEEP,2012,KILLED BY ANIMALS,0,0,0,0,0,0,0
LAKSHADWEEP,2012,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
LAKSHADWEEP,2012,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,0,0,0,0,0
LAKSHADWEEP,2012,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
LAKSHADWEEP,2012,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
LAKSHADWEEP,2012,SNAKE BITE/ANIMAL BITE,0,0,0,0,0,0,0
LAKSHADWEEP,2012,OTHER,0,0,0,0,0,0,0
LAKSHADWEEP,2012,STAMPEDE,0,0,0,0,0,0,0
LAKSHADWEEP,2012,SUFFOCATION,0,0,0,0,0,0,0
LAKSHADWEEP,2012,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),0,0,0,0,0,0,0
LAKSHADWEEP,2012,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,0,0,0,0,0,0,0
LAKSHADWEEP,2012,OTHER RAILWAY ACCIDENTS,0,0,0,0,0,0,0
LAKSHADWEEP,2012,OTHER CAUSES (PLEASE SPECIFY),1,0,0,0,1,0,1
LAKSHADWEEP,2012,CAUSES NOT KNOWN,1,0,0,0,0,1,1
LAKSHADWEEP,2012,TOTAL,6,0,0,0,3,4,7
LAKSHADWEEP,2012,TOTAL COLLAPSE,0,0,0,0,0,0,0
LAKSHADWEEP,2012,TOTAL DROWNING,1,0,0,0,2,0,2
LAKSHADWEEP,2012,TOTAL EXPLOSION,0,0,0,0,0,0,0
LAKSHADWEEP,2012,TOTAL FALLS,0,0,0,0,0,0,0
LAKSHADWEEP,2012,TOTAL FIRE,0,0,0,0,0,0,0
LAKSHADWEEP,2012,TOTAL SUDDEN DEATHS,3,0,0,0,0,3,3
LAKSHADWEEP,2012,TOTAL POISONING,0,0,0,0,0,0,0
LAKSHADWEEP,2012,TOTAL TRAFFIC ACCIDENTS,0,0,0,0,0,0,0
PUDUCHERRY,2001,AIR-CRASH,0,0,0,0,0,0,0
PUDUCHERRY,2001,COLLAPSE OF STRUCTURE(HOUSE),2,0,0,0,2,0,2
PUDUCHERRY,2001,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
PUDUCHERRY,2001,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
PUDUCHERRY,2001,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
PUDUCHERRY,2001,COLLAPSE OF STRUCTURE(OTHERS),0,0,0,0,0,0,0
PUDUCHERRY,2001,DROWNING (BOAT CAPSIZE),2,0,0,0,2,0,2
PUDUCHERRY,2001,DROWNING(OTHER CASES),64,0,0,0,49,16,65
PUDUCHERRY,2001,ELECTROCUTION,23,0,0,0,18,6,24
PUDUCHERRY,2001,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
PUDUCHERRY,2001,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",0,0,0,0,0,0,0
PUDUCHERRY,2001,FALLS (FALL FROM HEIGHT),34,0,0,0,30,4,34
PUDUCHERRY,2001,FALL INTO PIT/MANHOLE,1,0,0,0,1,0,1
PUDUCHERRY,2001,FACTORY/MACHINE ACCIDENTS,0,0,0,0,0,0,0
PUDUCHERRY,2001,FIRE (FIREWORKS/CRACKERS),1,0,0,0,1,0,1
PUDUCHERRY,2001,FIRE (SHORT-CIRCUIT),1,0,0,0,0,1,1
PUDUCHERRY,2001,GAS CYLINDER/STOVE BURST,0,0,0,0,0,0,0
PUDUCHERRY,2001,OTHER FIRE ACCIDENTS,46,0,0,0,9,43,52
PUDUCHERRY,2001,FIRE-ARMS,0,0,0,0,0,0,0
PUDUCHERRY,2001,SUDDEN DEATHS(HEART ATTACKS),84,0,0,0,70,14,84
PUDUCHERRY,2001,EPILEPTIC FITS/GIDDINESS,24,0,0,0,18,6,24
PUDUCHERRY,2001,ABORTIONS/CHILD BIRTH,2,0,0,0,0,2,2
PUDUCHERRY,2001,INFLUENCE OF ALCOHOL,118,0,0,0,117,1,118
PUDUCHERRY,2001,KILLED BY ANIMALS,0,0,0,0,0,0,0
PUDUCHERRY,2001,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
PUDUCHERRY,2001,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,6,0,0,0,3,3,6
PUDUCHERRY,2001,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
PUDUCHERRY,2001,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
PUDUCHERRY,2001,SNAKE BITE/ANIMAL BITE,15,0,0,0,8,7,15
PUDUCHERRY,2001,OTHER,0,0,0,0,0,0,0
PUDUCHERRY,2001,STAMPEDE,0,0,0,0,0,0,0
PUDUCHERRY,2001,SUFFOCATION,0,0,0,0,0,0,0
PUDUCHERRY,2001,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),1286,1109,272,1381,139,31,170
PUDUCHERRY,2001,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),0,0,0,0,0,0,0
PUDUCHERRY,2001,OTHER RAILWAY ACCIDENTS,1,0,0,0,1,0,1
PUDUCHERRY,2001,OTHER CAUSES (PLEASE SPECIFY),0,0,0,0,0,0,0
PUDUCHERRY,2001,CAUSES NOT KNOWN,14,0,0,0,10,4,14
PUDUCHERRY,2001,TOTAL,1724,1109,272,1381,478,138,616
PUDUCHERRY,2001,TOTAL COLLAPSE,2,0,0,0,2,0,2
PUDUCHERRY,2001,TOTAL DROWNING,66,0,0,0,51,16,67
PUDUCHERRY,2001,TOTAL EXPLOSION,0,0,0,0,0,0,0
PUDUCHERRY,2001,TOTAL FALLS,35,0,0,0,31,4,35
PUDUCHERRY,2001,TOTAL FIRE,48,0,0,0,10,44,54
PUDUCHERRY,2001,TOTAL SUDDEN DEATHS,228,0,0,0,205,23,228
PUDUCHERRY,2001,TOTAL POISONING,21,0,0,0,11,10,21
PUDUCHERRY,2001,TOTAL TRAFFIC ACCIDENTS,1287,1109,272,1381,140,31,171
PUDUCHERRY,2002,AIR-CRASH,0,0,0,0,0,0,0
PUDUCHERRY,2002,COLLAPSE OF STRUCTURE (HOUSE),1,0,0,0,1,0,1
PUDUCHERRY,2002,COLLAPSE OF STRUCTURE (BUILDING),0,0,0,0,0,0,0
PUDUCHERRY,2002,COLLAPSE OF STRUCTURE (DAM),0,0,0,0,0,0,0
PUDUCHERRY,2002,COLLAPSE OF STRUCTURE (BRIDGE),0,0,0,0,0,0,0
PUDUCHERRY,2002,COLLAPSE OF STRUCTURE (OTHERS),3,0,0,0,2,1,3
PUDUCHERRY,2002,DROWNING (BOAT CAPSIZE),1,0,0,0,1,0,1
PUDUCHERRY,2002,DROWNING (OTHER CASES),78,0,0,0,63,15,78
PUDUCHERRY,2002,ELECTROCUTION,17,0,0,0,14,3,17
PUDUCHERRY,2002,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
PUDUCHERRY,2002,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS, GAS CYLINDER ETC.)",0,0,0,0,0,0,0
PUDUCHERRY,2002,FALLS (FALL FROM HEIGHT),41,0,0,0,35,6,41
PUDUCHERRY,2002,FALL INTO PIT/MANHOLE,0,0,0,0,0,0,0
PUDUCHERRY,2002,FACTORY/MACHINE ACCIDENTS,0,0,0,0,0,0,0
PUDUCHERRY,2002,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
PUDUCHERRY,2002,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
PUDUCHERRY,2002,GAS CYLINDER/STOVE BURST,1,0,0,0,1,0,1
PUDUCHERRY,2002,OTHER FIRE ACCIDENTS,36,0,0,0,4,33,37
PUDUCHERRY,2002,FIRE-ARMS,0,0,0,0,0,0,0
PUDUCHERRY,2002,SUDDEN DEATHS(HEART ATTACKS),64,0,0,0,58,6,64
PUDUCHERRY,2002,EPILEPTIC FITS/GIDDINESS,49,0,0,0,41,8,49
PUDUCHERRY,2002,ABORTIONS/CHILD BIRTH,1,0,0,0,0,1,1
PUDUCHERRY,2002,INFLUENCE OF ALCOHOL,100,0,0,0,100,0,100
PUDUCHERRY,2002,KILLED BY ANIMALS,0,0,0,0,0,0,0
PUDUCHERRY,2002,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
PUDUCHERRY,2002,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,9,0,0,0,1,8,9
PUDUCHERRY,2002,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
PUDUCHERRY,2002,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
PUDUCHERRY,2002,SNAKE BITE/ANIMAL BITE,18,0,0,0,13,5,18
PUDUCHERRY,2002,OTHER,2,0,0,0,1,1,2
PUDUCHERRY,2002,STAMPEDE,0,0,0,0,0,0,0
PUDUCHERRY,2002,SUFFOCATION,0,0,0,0,0,0,0
PUDUCHERRY,2002,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),1484,1261,310,1571,165,27,192
PUDUCHERRY,2002,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),0,0,0,0,0,0,0
PUDUCHERRY,2002,OTHER RAILWAY ACCIDENTS,1,0,0,0,0,1,1
PUDUCHERRY,2002,OTHER CAUSES (PLEASE SPECIFY),5,0,0,0,4,1,5
PUDUCHERRY,2002,CAUSES NOT KNOWN,0,0,0,0,0,0,0
PUDUCHERRY,2002,TOTAL,1911,1261,310,1571,504,116,620
PUDUCHERRY,2002,TOTAL COLLAPSE,4,0,0,0,3,1,4
PUDUCHERRY,2002,TOTAL DROWNING,79,0,0,0,64,15,79
PUDUCHERRY,2002,TOTAL EXPLOSION,0,0,0,0,0,0,0
PUDUCHERRY,2002,TOTAL FALLS,41,0,0,0,35,6,41
PUDUCHERRY,2002,TOTAL FIRE,37,0,0,0,5,33,38
PUDUCHERRY,2002,TOTAL SUDDEN DEATHS,214,0,0,0,199,15,214
PUDUCHERRY,2002,TOTAL POISONING,29,0,0,0,15,14,29
PUDUCHERRY,2002,TOTAL TRAFFIC ACCIDENTS,1485,1261,310,1571,165,28,193
PUDUCHERRY,2003,AIR-CRASH,0,0,0,0,0,0,0
PUDUCHERRY,2003,COLLAPSE OF STRUCTURE(HOUSE),0,0,0,0,0,0,0
PUDUCHERRY,2003,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
PUDUCHERRY,2003,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
PUDUCHERRY,2003,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
PUDUCHERRY,2003,COLLAPSE OF STRUCTURE(OTHERS),3,0,0,0,2,1,3
PUDUCHERRY,2003,DROWNING (BOAT CAPSIZE),0,0,0,0,0,0,0
PUDUCHERRY,2003,DROWNING(OTHER CASES),65,0,0,0,63,8,71
PUDUCHERRY,2003,ELECTROCUTION,27,0,0,0,22,5,27
PUDUCHERRY,2003,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
PUDUCHERRY,2003,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",0,0,0,0,0,0,0
PUDUCHERRY,2003,FALLS (FALL FROM HEIGHT),27,0,0,0,23,4,27
PUDUCHERRY,2003,FALL INTO PIT/MANHOLE,0,0,0,0,0,0,0
PUDUCHERRY,2003,FACTORY/MACHINE ACCIDENTS,0,0,0,0,0,0,0
PUDUCHERRY,2003,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
PUDUCHERRY,2003,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
PUDUCHERRY,2003,GAS CYLINDER/STOVE BURST,0,0,0,0,0,0,0
PUDUCHERRY,2003,OTHER FIRE ACCIDENTS,49,0,0,0,13,36,49
PUDUCHERRY,2003,FIRE-ARMS,0,0,0,0,0,0,0
PUDUCHERRY,2003,SUDDEN DEATHS(HEART ATTACKS),47,0,0,0,40,7,47
PUDUCHERRY,2003,EPILEPTIC FITS/GIDDINESS,10,0,0,0,8,2,10
PUDUCHERRY,2003,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
PUDUCHERRY,2003,INFLUENCE OF ALCOHOL,124,0,0,0,119,5,124
PUDUCHERRY,2003,KILLED BY ANIMALS,0,0,0,0,0,0,0
PUDUCHERRY,2003,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
PUDUCHERRY,2003,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,2,0,0,0,1,1,2
PUDUCHERRY,2003,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
PUDUCHERRY,2003,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
PUDUCHERRY,2003,SNAKE BITE/ANIMAL BITE,11,0,0,0,7,4,11
PUDUCHERRY,2003,OTHER,6,0,0,0,5,1,6
PUDUCHERRY,2003,STAMPEDE,0,0,0,0,0,0,0
PUDUCHERRY,2003,SUFFOCATION,0,0,0,0,0,0,0
PUDUCHERRY,2003,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),1586,1342,353,1695,163,25,188
PUDUCHERRY,2003,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),0,0,0,0,0,0,0
PUDUCHERRY,2003,OTHER RAILWAY ACCIDENTS,0,0,0,0,0,0,0
PUDUCHERRY,2003,OTHER CAUSES (PLEASE SPECIFY),78,0,0,0,62,16,78
PUDUCHERRY,2003,CAUSES NOT KNOWN,0,0,0,0,0,0,0
PUDUCHERRY,2003,TOTAL,2035,1342,353,1695,528,115,643
PUDUCHERRY,2003,TOTAL COLLAPSE,3,0,0,0,2,1,3
PUDUCHERRY,2003,TOTAL DROWNING,65,0,0,0,63,8,71
PUDUCHERRY,2003,TOTAL EXPLOSION,0,0,0,0,0,0,0
PUDUCHERRY,2003,TOTAL FALLS,27,0,0,0,23,4,27
PUDUCHERRY,2003,TOTAL FIRE,49,0,0,0,13,36,49
PUDUCHERRY,2003,TOTAL SUDDEN DEATHS,181,0,0,0,167,14,181
PUDUCHERRY,2003,TOTAL POISONING,19,0,0,0,13,6,19
PUDUCHERRY,2003,TOTAL TRAFFIC ACCIDENTS,1586,1342,353,1695,163,25,188
PUDUCHERRY,2004,AIR-CRASH,0,0,0,0,0,0,0
PUDUCHERRY,2004,COLLAPSE OF STRUCTURE(HOUSE),1,0,0,0,0,1,1
PUDUCHERRY,2004,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
PUDUCHERRY,2004,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
PUDUCHERRY,2004,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
PUDUCHERRY,2004,COLLAPSE OF STRUCTURE(OTHERS),4,0,0,0,3,1,4
PUDUCHERRY,2004,DROWNING (BOAT CAPSIZE),0,0,0,0,0,0,0
PUDUCHERRY,2004,DROWNING(OTHER CASES),84,0,0,0,66,15,81
PUDUCHERRY,2004,ELECTROCUTION,22,0,0,0,17,5,22
PUDUCHERRY,2004,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
PUDUCHERRY,2004,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",0,0,0,0,0,0,0
PUDUCHERRY,2004,FALLS (FALL FROM HEIGHT),51,0,0,0,46,5,51
PUDUCHERRY,2004,FALL INTO PIT/MANHOLE,2,0,0,0,2,0,2
PUDUCHERRY,2004,FACTORY/MACHINE ACCIDENTS,0,0,0,0,0,0,0
PUDUCHERRY,2004,FIRE (FIREWORKS/CRACKERS),1,0,0,0,1,0,1
PUDUCHERRY,2004,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
PUDUCHERRY,2004,GAS CYLINDER/STOVE BURST,0,0,0,0,0,0,0
PUDUCHERRY,2004,OTHER FIRE ACCIDENTS,39,0,0,0,11,28,39
PUDUCHERRY,2004,FIRE-ARMS,0,0,0,0,0,0,0
PUDUCHERRY,2004,SUDDEN DEATHS(HEART ATTACKS),65,0,0,0,57,8,65
PUDUCHERRY,2004,EPILEPTIC FITS/GIDDINESS,68,0,0,0,57,11,68
PUDUCHERRY,2004,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
PUDUCHERRY,2004,INFLUENCE OF ALCOHOL,132,0,0,0,131,1,132
PUDUCHERRY,2004,KILLED BY ANIMALS,2,0,0,0,1,1,2
PUDUCHERRY,2004,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
PUDUCHERRY,2004,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,3,0,0,0,1,2,3
PUDUCHERRY,2004,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
PUDUCHERRY,2004,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
PUDUCHERRY,2004,SNAKE BITE/ANIMAL BITE,14,0,0,0,8,6,14
PUDUCHERRY,2004,OTHER,6,0,0,0,2,4,6
PUDUCHERRY,2004,STAMPEDE,0,0,0,0,0,0,0
PUDUCHERRY,2004,SUFFOCATION,0,0,0,0,0,0,0
PUDUCHERRY,2004,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),1633,1404,321,1725,153,27,180
PUDUCHERRY,2004,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),0,0,0,0,0,0,0
PUDUCHERRY,2004,OTHER RAILWAY ACCIDENTS,0,0,0,0,0,0,0
PUDUCHERRY,2004,OTHER CAUSES (PLEASE SPECIFY),41,0,0,0,201,348,549
PUDUCHERRY,2004,CAUSES NOT KNOWN,21,0,0,0,15,6,21
PUDUCHERRY,2004,TOTAL,2189,1404,321,1725,772,469,1241
PUDUCHERRY,2004,TOTAL COLLAPSE,5,0,0,0,3,2,5
PUDUCHERRY,2004,TOTAL DROWNING,84,0,0,0,66,15,81
PUDUCHERRY,2004,TOTAL EXPLOSION,0,0,0,0,0,0,0
PUDUCHERRY,2004,TOTAL FALLS,53,0,0,0,48,5,53
PUDUCHERRY,2004,TOTAL FIRE,40,0,0,0,12,28,40
PUDUCHERRY,2004,TOTAL SUDDEN DEATHS,265,0,0,0,245,20,265
PUDUCHERRY,2004,TOTAL POISONING,23,0,0,0,11,12,23
PUDUCHERRY,2004,TOTAL TRAFFIC ACCIDENTS,1633,1404,321,1725,153,27,180
PUDUCHERRY,2005,AIR-CRASH,0,0,0,0,0,0,0
PUDUCHERRY,2005,COLLAPSE OF STRUCTURE(HOUSE),1,0,0,0,1,0,1
PUDUCHERRY,2005,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
PUDUCHERRY,2005,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
PUDUCHERRY,2005,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
PUDUCHERRY,2005,COLLAPSE OF STRUCTURE(OTHERS),0,0,0,0,0,0,0
PUDUCHERRY,2005,DROWNING (BOAT CAPSIZE),1,0,0,0,1,0,1
PUDUCHERRY,2005,DROWNING(OTHER CASES),79,0,0,0,70,9,79
PUDUCHERRY,2005,ELECTROCUTION,29,0,0,0,25,4,29
PUDUCHERRY,2005,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
PUDUCHERRY,2005,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",0,0,0,0,0,0,0
PUDUCHERRY,2005,FALLS (FALL FROM HEIGHT),53,0,0,0,49,4,53
PUDUCHERRY,2005,FALL INTO PIT/MANHOLE,5,0,0,0,3,2,5
PUDUCHERRY,2005,FACTORY/MACHINE ACCIDENTS,1,0,0,0,1,0,1
PUDUCHERRY,2005,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
PUDUCHERRY,2005,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
PUDUCHERRY,2005,GAS CYLINDER/STOVE BURST,0,0,0,0,0,0,0
PUDUCHERRY,2005,OTHER FIRE ACCIDENTS,34,0,0,0,9,25,34
PUDUCHERRY,2005,FIRE-ARMS,0,0,0,0,0,0,0
PUDUCHERRY,2005,SUDDEN DEATHS(HEART ATTACKS),107,0,0,0,101,6,107
PUDUCHERRY,2005,EPILEPTIC FITS/GIDDINESS,28,0,0,0,26,2,28
PUDUCHERRY,2005,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
PUDUCHERRY,2005,INFLUENCE OF ALCOHOL,191,0,0,0,188,3,191
PUDUCHERRY,2005,KILLED BY ANIMALS,0,0,0,0,0,0,0
PUDUCHERRY,2005,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
PUDUCHERRY,2005,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,5,0,0,0,3,2,5
PUDUCHERRY,2005,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
PUDUCHERRY,2005,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
PUDUCHERRY,2005,SNAKE BITE/ANIMAL BITE,20,0,0,0,13,7,20
PUDUCHERRY,2005,OTHER,0,0,0,0,0,0,0
PUDUCHERRY,2005,STAMPEDE,0,0,0,0,0,0,0
PUDUCHERRY,2005,SUFFOCATION,0,0,0,0,0,0,0
PUDUCHERRY,2005,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),1780,1454,389,1843,188,38,226
PUDUCHERRY,2005,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),0,0,0,0,0,0,0
PUDUCHERRY,2005,OTHER RAILWAY ACCIDENTS,4,0,0,0,3,1,4
PUDUCHERRY,2005,OTHER CAUSES (PLEASE SPECIFY),0,0,0,0,0,0,0
PUDUCHERRY,2005,CAUSES NOT KNOWN,0,0,0,0,0,0,0
PUDUCHERRY,2005,TOTAL,2338,1454,389,1843,681,103,784
PUDUCHERRY,2005,TOTAL COLLAPSE,1,0,0,0,1,0,1
PUDUCHERRY,2005,TOTAL DROWNING,80,0,0,0,71,9,80
PUDUCHERRY,2005,TOTAL EXPLOSION,0,0,0,0,0,0,0
PUDUCHERRY,2005,TOTAL FALLS,58,0,0,0,52,6,58
PUDUCHERRY,2005,TOTAL FIRE,34,0,0,0,9,25,34
PUDUCHERRY,2005,TOTAL SUDDEN DEATHS,326,0,0,0,315,11,326
PUDUCHERRY,2005,TOTAL POISONING,25,0,0,0,16,9,25
PUDUCHERRY,2005,TOTAL TRAFFIC ACCIDENTS,1784,1454,389,1843,191,39,230
PUDUCHERRY,2006,AIR-CRASH,0,0,0,0,0,0,0
PUDUCHERRY,2006,COLLAPSE OF STRUCTURE(HOUSE),3,2,1,3,2,1,3
PUDUCHERRY,2006,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
PUDUCHERRY,2006,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
PUDUCHERRY,2006,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
PUDUCHERRY,2006,COLLAPSE OF STRUCTURE(OTHERS),1,0,0,0,1,0,1
PUDUCHERRY,2006,DROWNING (BOAT CAPSIZE),0,0,0,0,0,0,0
PUDUCHERRY,2006,DROWNING(OTHER CASES),100,0,0,0,85,15,100
PUDUCHERRY,2006,ELECTROCUTION,24,0,0,0,17,7,24
PUDUCHERRY,2006,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
PUDUCHERRY,2006,EXPLOSION(OTHER EXPLOSION LIKE BOIL,0,0,0,0,0,0,0
PUDUCHERRY,2006,FALLS (FALL FROM HEIGHT),38,0,0,0,33,5,38
PUDUCHERRY,2006,FALL INTO PIT/MANHOLE,0,0,0,0,0,0,0
PUDUCHERRY,2006,FACTORY/MACHINE ACCIDENTS,4,1,0,1,4,0,4
PUDUCHERRY,2006,FIRE (FIREWORKS/CRACKERS),1,2,3,5,0,1,1
PUDUCHERRY,2006,FIRE (SHORT-CIRCUIT),4,0,0,0,4,0,4
PUDUCHERRY,2006,GAS CYLINDER/STOVE BURST,0,0,0,0,0,0,0
PUDUCHERRY,2006,OTHER FIRE ACCIDENTS,45,0,0,0,11,34,45
PUDUCHERRY,2006,FIRE-ARMS,0,0,0,0,0,0,0
PUDUCHERRY,2006,SUDDEN DEATHS(HEART ATTACKS),71,0,0,0,66,5,71
PUDUCHERRY,2006,EPILEPTIC FITS/GIDDINESS,66,0,0,0,61,5,66
PUDUCHERRY,2006,ABORTIONS/CHILD BIRTH,1,0,0,0,0,1,1
PUDUCHERRY,2006,INFLUENCE OF ALCOHOL,188,0,0,0,183,5,188
PUDUCHERRY,2006,KILLED BY ANIMALS,0,0,0,0,0,0,0
PUDUCHERRY,2006,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
PUDUCHERRY,2006,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,3,0,0,0,2,1,3
PUDUCHERRY,2006,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
PUDUCHERRY,2006,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
PUDUCHERRY,2006,SNAKE BITE/ANIMAL BITE,15,0,0,0,7,8,15
PUDUCHERRY,2006,OTHER,1,0,0,0,1,0,1
PUDUCHERRY,2006,STAMPEDE,0,0,0,0,0,0,0
PUDUCHERRY,2006,SUFFOCATION,1,4,0,4,5,0,5
PUDUCHERRY,2006,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),1639,1411,282,1693,189,28,217
PUDUCHERRY,2006,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,0,0,0,0,0,0,0
PUDUCHERRY,2006,OTHER RAILWAY ACCIDENTS,6,0,0,0,7,0,7
PUDUCHERRY,2006,OTHER CAUSES (PLEASE SPECIFY),12,0,0,0,11,1,12
PUDUCHERRY,2006,CAUSES NOT KNOWN,20,0,0,0,15,5,20
PUDUCHERRY,2006,TOTAL,2243,1420,286,1706,704,122,826
PUDUCHERRY,2006,TOTAL COLLAPSE,4,2,1,3,3,1,4
PUDUCHERRY,2006,TOTAL DROWNING,100,0,0,0,85,15,100
PUDUCHERRY,2006,TOTAL EXPLOSION,0,0,0,0,0,0,0
PUDUCHERRY,2006,TOTAL FALLS,38,0,0,0,33,5,38
PUDUCHERRY,2006,TOTAL FIRE,50,2,3,5,15,35,50
PUDUCHERRY,2006,TOTAL SUDDEN DEATHS,326,0,0,0,310,16,326
PUDUCHERRY,2006,TOTAL POISONING,19,0,0,0,10,9,19
PUDUCHERRY,2006,TOTAL TRAFFIC ACCIDENTS,1645,1411,282,1693,196,28,224
PUDUCHERRY,2007,AIR-CRASH,0,0,0,0,0,0,0
PUDUCHERRY,2007,COLLAPSE OF STRUCTURE(HOUSE),6,2,0,2,5,1,6
